name	symbol	marketcap	price	change	high52	low52	volume	volumeavg	Start of Year
Horizons Intl Developed Markets Equity Index ETF	HXDM	"=GoogleFinance(""TSE:HXDM"",""marketcap"")"	"=GoogleFinance(""TSE:HXDM"",""price"")"	"=GoogleFinance(""TSE:HXDM"",""change"")"	"=GoogleFinance(""TSE:HXDM"",""high52"")"	"=GoogleFinance(""TSE:HXDM"",""low52"")"	"=GoogleFinance(""TSE:HXDM"",""volume"")"	"=GoogleFinance(""TSE:HXDM"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:HXDM"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Horizons Marijuana Life Sciences Index ETF	HMMJ	"=GoogleFinance(""TSE:HMMJ"",""marketcap"")"	"=GoogleFinance(""TSE:HMMJ"",""price"")"	"=GoogleFinance(""TSE:HMMJ"",""change"")"	"=GoogleFinance(""TSE:HMMJ"",""high52"")"	"=GoogleFinance(""TSE:HMMJ"",""low52"")"	"=GoogleFinance(""TSE:HMMJ"",""volume"")"	"=GoogleFinance(""TSE:HMMJ"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:HMMJ"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Horizons NASDAQ-100 Index ETF	HXQ	"=GoogleFinance(""TSE:HXQ"",""marketcap"")"	"=GoogleFinance(""TSE:HXQ"",""price"")"	"=GoogleFinance(""TSE:HXQ"",""change"")"	"=GoogleFinance(""TSE:HXQ"",""high52"")"	"=GoogleFinance(""TSE:HXQ"",""low52"")"	"=GoogleFinance(""TSE:HXQ"",""volume"")"	"=GoogleFinance(""TSE:HXQ"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:HXQ"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Horizons Robotics and Automation Index ETF	RBOT	"=GoogleFinance(""TSE:RBOT"",""marketcap"")"	"=GoogleFinance(""TSE:RBOT"",""price"")"	"=GoogleFinance(""TSE:RBOT"",""change"")"	"=GoogleFinance(""TSE:RBOT"",""high52"")"	"=GoogleFinance(""TSE:RBOT"",""low52"")"	"=GoogleFinance(""TSE:RBOT"",""volume"")"	"=GoogleFinance(""TSE:RBOT"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:RBOT"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Horizons S&P 500 Index ETF	HXS	"=GoogleFinance(""TSE:HXS"",""marketcap"")"	"=GoogleFinance(""TSE:HXS"",""price"")"	"=GoogleFinance(""TSE:HXS"",""change"")"	"=GoogleFinance(""TSE:HXS"",""high52"")"	"=GoogleFinance(""TSE:HXS"",""low52"")"	"=GoogleFinance(""TSE:HXS"",""volume"")"	"=GoogleFinance(""TSE:HXS"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:HXS"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Horizons S&P/TSX 60 Index ETF	HXT	"=GoogleFinance(""TSE:HXT"",""marketcap"")"	"=GoogleFinance(""TSE:HXT"",""price"")"	"=GoogleFinance(""TSE:HXT"",""change"")"	"=GoogleFinance(""TSE:HXT"",""high52"")"	"=GoogleFinance(""TSE:HXT"",""low52"")"	"=GoogleFinance(""TSE:HXT"",""volume"")"	"=GoogleFinance(""TSE:HXT"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:HXT"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Horizons Tactical Absolute Return Bond ETF	HARB	"=GoogleFinance(""TSE:HARB"",""marketcap"")"	"=GoogleFinance(""TSE:HARB"",""price"")"	"=GoogleFinance(""TSE:HARB"",""change"")"	"=GoogleFinance(""TSE:HARB"",""high52"")"	"=GoogleFinance(""TSE:HARB"",""low52"")"	"=GoogleFinance(""TSE:HARB"",""volume"")"	"=GoogleFinance(""TSE:HARB"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:HARB"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Horizons US 7-10 Year Treasury Bond ETF	HTB	"=GoogleFinance(""TSE:HTB"",""marketcap"")"	"=GoogleFinance(""TSE:HTB"",""price"")"	"=GoogleFinance(""TSE:HTB"",""change"")"	"=GoogleFinance(""TSE:HTB"",""high52"")"	"=GoogleFinance(""TSE:HTB"",""low52"")"	"=GoogleFinance(""TSE:HTB"",""volume"")"	"=GoogleFinance(""TSE:HTB"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:HTB"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Horizons US Dollar Currency ETF	DLR	"=GoogleFinance(""TSE:DLR"",""marketcap"")"	"=GoogleFinance(""TSE:DLR"",""price"")"	"=GoogleFinance(""TSE:DLR"",""change"")"	"=GoogleFinance(""TSE:DLR"",""high52"")"	"=GoogleFinance(""TSE:DLR"",""low52"")"	"=GoogleFinance(""TSE:DLR"",""volume"")"	"=GoogleFinance(""TSE:DLR"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:DLR"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Horizons US Large Cap Index ETF	HULC	"=GoogleFinance(""TSE:HULC"",""marketcap"")"	"=GoogleFinance(""TSE:HULC"",""price"")"	"=GoogleFinance(""TSE:HULC"",""change"")"	"=GoogleFinance(""TSE:HULC"",""high52"")"	"=GoogleFinance(""TSE:HULC"",""low52"")"	"=GoogleFinance(""TSE:HULC"",""volume"")"	"=GoogleFinance(""TSE:HULC"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:HULC"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Horizonte Minerals Plc.	HZM	"=GoogleFinance(""TSE:HZM"",""marketcap"")"	"=GoogleFinance(""TSE:HZM"",""price"")"	"=GoogleFinance(""TSE:HZM"",""change"")"	"=GoogleFinance(""TSE:HZM"",""high52"")"	"=GoogleFinance(""TSE:HZM"",""low52"")"	"=GoogleFinance(""TSE:HZM"",""volume"")"	"=GoogleFinance(""TSE:HZM"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:HZM"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Hudbay Minerals Inc.	HBM	"=GoogleFinance(""TSE:HBM"",""marketcap"")"	"=GoogleFinance(""TSE:HBM"",""price"")"	"=GoogleFinance(""TSE:HBM"",""change"")"	"=GoogleFinance(""TSE:HBM"",""high52"")"	"=GoogleFinance(""TSE:HBM"",""low52"")"	"=GoogleFinance(""TSE:HBM"",""volume"")"	"=GoogleFinance(""TSE:HBM"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:HBM"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Husky Energy Inc.	HSE	"=GoogleFinance(""TSE:HSE"",""marketcap"")"	"=GoogleFinance(""TSE:HSE"",""price"")"	"=GoogleFinance(""TSE:HSE"",""change"")"	"=GoogleFinance(""TSE:HSE"",""high52"")"	"=GoogleFinance(""TSE:HSE"",""low52"")"	"=GoogleFinance(""TSE:HSE"",""volume"")"	"=GoogleFinance(""TSE:HSE"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:HSE"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Hut 8 Mining Corp.	HUT	"=GoogleFinance(""TSE:HUT"",""marketcap"")"	"=GoogleFinance(""TSE:HUT"",""price"")"	"=GoogleFinance(""TSE:HUT"",""change"")"	"=GoogleFinance(""TSE:HUT"",""high52"")"	"=GoogleFinance(""TSE:HUT"",""low52"")"	"=GoogleFinance(""TSE:HUT"",""volume"")"	"=GoogleFinance(""TSE:HUT"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:HUT"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
iA Financial Corporation Inc.	IAG	"=GoogleFinance(""TSE:IAG"",""marketcap"")"	"=GoogleFinance(""TSE:IAG"",""price"")"	"=GoogleFinance(""TSE:IAG"",""change"")"	"=GoogleFinance(""TSE:IAG"",""high52"")"	"=GoogleFinance(""TSE:IAG"",""low52"")"	"=GoogleFinance(""TSE:IAG"",""volume"")"	"=GoogleFinance(""TSE:IAG"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:IAG"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
IBI Group Inc.	IBG	"=GoogleFinance(""TSE:IBG"",""marketcap"")"	"=GoogleFinance(""TSE:IBG"",""price"")"	"=GoogleFinance(""TSE:IBG"",""change"")"	"=GoogleFinance(""TSE:IBG"",""high52"")"	"=GoogleFinance(""TSE:IBG"",""low52"")"	"=GoogleFinance(""TSE:IBG"",""volume"")"	"=GoogleFinance(""TSE:IBG"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:IBG"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
iFabric Corp.	IFA	"=GoogleFinance(""TSE:IFA"",""marketcap"")"	"=GoogleFinance(""TSE:IFA"",""price"")"	"=GoogleFinance(""TSE:IFA"",""change"")"	"=GoogleFinance(""TSE:IFA"",""high52"")"	"=GoogleFinance(""TSE:IFA"",""low52"")"	"=GoogleFinance(""TSE:IFA"",""volume"")"	"=GoogleFinance(""TSE:IFA"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:IFA"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
IGM Financial Inc.	IGM	"=GoogleFinance(""TSE:IGM"",""marketcap"")"	"=GoogleFinance(""TSE:IGM"",""price"")"	"=GoogleFinance(""TSE:IGM"",""change"")"	"=GoogleFinance(""TSE:IGM"",""high52"")"	"=GoogleFinance(""TSE:IGM"",""low52"")"	"=GoogleFinance(""TSE:IGM"",""volume"")"	"=GoogleFinance(""TSE:IGM"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:IGM"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Imperial Oil Limited	IMO	"=GoogleFinance(""TSE:IMO"",""marketcap"")"	"=GoogleFinance(""TSE:IMO"",""price"")"	"=GoogleFinance(""TSE:IMO"",""change"")"	"=GoogleFinance(""TSE:IMO"",""high52"")"	"=GoogleFinance(""TSE:IMO"",""low52"")"	"=GoogleFinance(""TSE:IMO"",""volume"")"	"=GoogleFinance(""TSE:IMO"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:IMO"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
IMV Inc.	IMV	"=GoogleFinance(""TSE:IMV"",""marketcap"")"	"=GoogleFinance(""TSE:IMV"",""price"")"	"=GoogleFinance(""TSE:IMV"",""change"")"	"=GoogleFinance(""TSE:IMV"",""high52"")"	"=GoogleFinance(""TSE:IMV"",""low52"")"	"=GoogleFinance(""TSE:IMV"",""volume"")"	"=GoogleFinance(""TSE:IMV"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:IMV"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Indigo Books & Music Inc.	IDG	"=GoogleFinance(""TSE:IDG"",""marketcap"")"	"=GoogleFinance(""TSE:IDG"",""price"")"	"=GoogleFinance(""TSE:IDG"",""change"")"	"=GoogleFinance(""TSE:IDG"",""high52"")"	"=GoogleFinance(""TSE:IDG"",""low52"")"	"=GoogleFinance(""TSE:IDG"",""volume"")"	"=GoogleFinance(""TSE:IDG"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:IDG"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Information Services Corporation	ISV	"=GoogleFinance(""TSE:ISV"",""marketcap"")"	"=GoogleFinance(""TSE:ISV"",""price"")"	"=GoogleFinance(""TSE:ISV"",""change"")"	"=GoogleFinance(""TSE:ISV"",""high52"")"	"=GoogleFinance(""TSE:ISV"",""low52"")"	"=GoogleFinance(""TSE:ISV"",""volume"")"	"=GoogleFinance(""TSE:ISV"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:ISV"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
InMed Pharmaceuticals Inc.	IN	"=GoogleFinance(""TSE:IN"",""marketcap"")"	"=GoogleFinance(""TSE:IN"",""price"")"	"=GoogleFinance(""TSE:IN"",""change"")"	"=GoogleFinance(""TSE:IN"",""high52"")"	"=GoogleFinance(""TSE:IN"",""low52"")"	"=GoogleFinance(""TSE:IN"",""volume"")"	"=GoogleFinance(""TSE:IN"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:IN"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Innergex Renewable Energy Inc.	INE	"=GoogleFinance(""TSE:INE"",""marketcap"")"	"=GoogleFinance(""TSE:INE"",""price"")"	"=GoogleFinance(""TSE:INE"",""change"")"	"=GoogleFinance(""TSE:INE"",""high52"")"	"=GoogleFinance(""TSE:INE"",""low52"")"	"=GoogleFinance(""TSE:INE"",""volume"")"	"=GoogleFinance(""TSE:INE"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:INE"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
InPlay Oil Corp.	IPO	"=GoogleFinance(""TSE:IPO"",""marketcap"")"	"=GoogleFinance(""TSE:IPO"",""price"")"	"=GoogleFinance(""TSE:IPO"",""change"")"	"=GoogleFinance(""TSE:IPO"",""high52"")"	"=GoogleFinance(""TSE:IPO"",""low52"")"	"=GoogleFinance(""TSE:IPO"",""volume"")"	"=GoogleFinance(""TSE:IPO"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:IPO"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Intact Financial Corporation	IFC	"=GoogleFinance(""TSE:IFC"",""marketcap"")"	"=GoogleFinance(""TSE:IFC"",""price"")"	"=GoogleFinance(""TSE:IFC"",""change"")"	"=GoogleFinance(""TSE:IFC"",""high52"")"	"=GoogleFinance(""TSE:IFC"",""low52"")"	"=GoogleFinance(""TSE:IFC"",""volume"")"	"=GoogleFinance(""TSE:IFC"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:IFC"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
IntelliPharmaCeutics International Inc.	IPCI	"=GoogleFinance(""TSE:IPCI"",""marketcap"")"	"=GoogleFinance(""TSE:IPCI"",""price"")"	"=GoogleFinance(""TSE:IPCI"",""change"")"	"=GoogleFinance(""TSE:IPCI"",""high52"")"	"=GoogleFinance(""TSE:IPCI"",""low52"")"	"=GoogleFinance(""TSE:IPCI"",""volume"")"	"=GoogleFinance(""TSE:IPCI"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:IPCI"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Inter Pipeline Ltd.	IPL	"=GoogleFinance(""TSE:IPL"",""marketcap"")"	"=GoogleFinance(""TSE:IPL"",""price"")"	"=GoogleFinance(""TSE:IPL"",""change"")"	"=GoogleFinance(""TSE:IPL"",""high52"")"	"=GoogleFinance(""TSE:IPL"",""low52"")"	"=GoogleFinance(""TSE:IPL"",""volume"")"	"=GoogleFinance(""TSE:IPL"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:IPL"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
International Petroleum Corporation	IPCO	"=GoogleFinance(""TSE:IPCO"",""marketcap"")"	"=GoogleFinance(""TSE:IPCO"",""price"")"	"=GoogleFinance(""TSE:IPCO"",""change"")"	"=GoogleFinance(""TSE:IPCO"",""high52"")"	"=GoogleFinance(""TSE:IPCO"",""low52"")"	"=GoogleFinance(""TSE:IPCO"",""volume"")"	"=GoogleFinance(""TSE:IPCO"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:IPCO"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
International Tower Hill Mines Ltd.	ITH	"=GoogleFinance(""TSE:ITH"",""marketcap"")"	"=GoogleFinance(""TSE:ITH"",""price"")"	"=GoogleFinance(""TSE:ITH"",""change"")"	"=GoogleFinance(""TSE:ITH"",""high52"")"	"=GoogleFinance(""TSE:ITH"",""low52"")"	"=GoogleFinance(""TSE:ITH"",""volume"")"	"=GoogleFinance(""TSE:ITH"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:ITH"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Intertape Polymer Group Inc.	ITP	"=GoogleFinance(""TSE:ITP"",""marketcap"")"	"=GoogleFinance(""TSE:ITP"",""price"")"	"=GoogleFinance(""TSE:ITP"",""change"")"	"=GoogleFinance(""TSE:ITP"",""high52"")"	"=GoogleFinance(""TSE:ITP"",""low52"")"	"=GoogleFinance(""TSE:ITP"",""volume"")"	"=GoogleFinance(""TSE:ITP"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:ITP"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
INV Metals Inc.	INV	"=GoogleFinance(""TSE:INV"",""marketcap"")"	"=GoogleFinance(""TSE:INV"",""price"")"	"=GoogleFinance(""TSE:INV"",""change"")"	"=GoogleFinance(""TSE:INV"",""high52"")"	"=GoogleFinance(""TSE:INV"",""low52"")"	"=GoogleFinance(""TSE:INV"",""volume"")"	"=GoogleFinance(""TSE:INV"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:INV"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Invesco FTSE RAFI Global Small-Mid ETF	PZW	"=GoogleFinance(""TSE:PZW"",""marketcap"")"	"=GoogleFinance(""TSE:PZW"",""price"")"	"=GoogleFinance(""TSE:PZW"",""change"")"	"=GoogleFinance(""TSE:PZW"",""high52"")"	"=GoogleFinance(""TSE:PZW"",""low52"")"	"=GoogleFinance(""TSE:PZW"",""volume"")"	"=GoogleFinance(""TSE:PZW"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:PZW"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Invesco FTSE RAFI Global+ Index ETF	PXG	"=GoogleFinance(""TSE:PXG"",""marketcap"")"	"=GoogleFinance(""TSE:PXG"",""price"")"	"=GoogleFinance(""TSE:PXG"",""change"")"	"=GoogleFinance(""TSE:PXG"",""high52"")"	"=GoogleFinance(""TSE:PXG"",""low52"")"	"=GoogleFinance(""TSE:PXG"",""volume"")"	"=GoogleFinance(""TSE:PXG"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:PXG"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Invesco FTSE RAFI U.S. Index ETF II	PXS	"=GoogleFinance(""TSE:PXS"",""marketcap"")"	"=GoogleFinance(""TSE:PXS"",""price"")"	"=GoogleFinance(""TSE:PXS"",""change"")"	"=GoogleFinance(""TSE:PXS"",""high52"")"	"=GoogleFinance(""TSE:PXS"",""low52"")"	"=GoogleFinance(""TSE:PXS"",""volume"")"	"=GoogleFinance(""TSE:PXS"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:PXS"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Invesco Global Shareholder Yield ETF	PSY	"=GoogleFinance(""TSE:PSY"",""marketcap"")"	"=GoogleFinance(""TSE:PSY"",""price"")"	"=GoogleFinance(""TSE:PSY"",""change"")"	"=GoogleFinance(""TSE:PSY"",""high52"")"	"=GoogleFinance(""TSE:PSY"",""low52"")"	"=GoogleFinance(""TSE:PSY"",""volume"")"	"=GoogleFinance(""TSE:PSY"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:PSY"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Invesco LadderRite U.S. 0-5 Year Corporate Bond Index ETF	USB	"=GoogleFinance(""TSE:USB"",""marketcap"")"	"=GoogleFinance(""TSE:USB"",""price"")"	"=GoogleFinance(""TSE:USB"",""change"")"	"=GoogleFinance(""TSE:USB"",""high52"")"	"=GoogleFinance(""TSE:USB"",""low52"")"	"=GoogleFinance(""TSE:USB"",""volume"")"	"=GoogleFinance(""TSE:USB"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:USB"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Invesco S&P 500 Equal Weight Index ETF	EQL	"=GoogleFinance(""TSE:EQL"",""marketcap"")"	"=GoogleFinance(""TSE:EQL"",""price"")"	"=GoogleFinance(""TSE:EQL"",""change"")"	"=GoogleFinance(""TSE:EQL"",""high52"")"	"=GoogleFinance(""TSE:EQL"",""low52"")"	"=GoogleFinance(""TSE:EQL"",""volume"")"	"=GoogleFinance(""TSE:EQL"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:EQL"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Invesco S&P 500 ESG Index ETF	ESG	"=GoogleFinance(""TSE:ESG"",""marketcap"")"	"=GoogleFinance(""TSE:ESG"",""price"")"	"=GoogleFinance(""TSE:ESG"",""change"")"	"=GoogleFinance(""TSE:ESG"",""high52"")"	"=GoogleFinance(""TSE:ESG"",""low52"")"	"=GoogleFinance(""TSE:ESG"",""volume"")"	"=GoogleFinance(""TSE:ESG"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:ESG"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Invesco S&P International Developed Low Volatility Index ETF	ILV	"=GoogleFinance(""TSE:ILV"",""marketcap"")"	"=GoogleFinance(""TSE:ILV"",""price"")"	"=GoogleFinance(""TSE:ILV"",""change"")"	"=GoogleFinance(""TSE:ILV"",""high52"")"	"=GoogleFinance(""TSE:ILV"",""low52"")"	"=GoogleFinance(""TSE:ILV"",""volume"")"	"=GoogleFinance(""TSE:ILV"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:ILV"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Invesque Inc.	IVQ	"=GoogleFinance(""TSE:IVQ"",""marketcap"")"	"=GoogleFinance(""TSE:IVQ"",""price"")"	"=GoogleFinance(""TSE:IVQ"",""change"")"	"=GoogleFinance(""TSE:IVQ"",""high52"")"	"=GoogleFinance(""TSE:IVQ"",""low52"")"	"=GoogleFinance(""TSE:IVQ"",""volume"")"	"=GoogleFinance(""TSE:IVQ"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:IVQ"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
iShares Core MSCI All Country World ex Canada Index ETF	XAW	"=GoogleFinance(""TSE:XAW"",""marketcap"")"	"=GoogleFinance(""TSE:XAW"",""price"")"	"=GoogleFinance(""TSE:XAW"",""change"")"	"=GoogleFinance(""TSE:XAW"",""high52"")"	"=GoogleFinance(""TSE:XAW"",""low52"")"	"=GoogleFinance(""TSE:XAW"",""volume"")"	"=GoogleFinance(""TSE:XAW"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:XAW"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
iShares Core MSCI EAFE IMI Index ETF	XEF	"=GoogleFinance(""TSE:XEF"",""marketcap"")"	"=GoogleFinance(""TSE:XEF"",""price"")"	"=GoogleFinance(""TSE:XEF"",""change"")"	"=GoogleFinance(""TSE:XEF"",""high52"")"	"=GoogleFinance(""TSE:XEF"",""low52"")"	"=GoogleFinance(""TSE:XEF"",""volume"")"	"=GoogleFinance(""TSE:XEF"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:XEF"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
iShares Core MSCI Emerging Markets IMI Index ETF	XEC	"=GoogleFinance(""TSE:XEC"",""marketcap"")"	"=GoogleFinance(""TSE:XEC"",""price"")"	"=GoogleFinance(""TSE:XEC"",""change"")"	"=GoogleFinance(""TSE:XEC"",""high52"")"	"=GoogleFinance(""TSE:XEC"",""low52"")"	"=GoogleFinance(""TSE:XEC"",""volume"")"	"=GoogleFinance(""TSE:XEC"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:XEC"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
iShares Core MSCI Global Quality Dividend Index ETF	XDG	"=GoogleFinance(""TSE:XDG"",""marketcap"")"	"=GoogleFinance(""TSE:XDG"",""price"")"	"=GoogleFinance(""TSE:XDG"",""change"")"	"=GoogleFinance(""TSE:XDG"",""high52"")"	"=GoogleFinance(""TSE:XDG"",""low52"")"	"=GoogleFinance(""TSE:XDG"",""volume"")"	"=GoogleFinance(""TSE:XDG"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:XDG"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
iShares Core MSCI US Quality Dividend Index ETF	XDU	"=GoogleFinance(""TSE:XDU"",""marketcap"")"	"=GoogleFinance(""TSE:XDU"",""price"")"	"=GoogleFinance(""TSE:XDU"",""change"")"	"=GoogleFinance(""TSE:XDU"",""high52"")"	"=GoogleFinance(""TSE:XDU"",""low52"")"	"=GoogleFinance(""TSE:XDU"",""volume"")"	"=GoogleFinance(""TSE:XDU"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:XDU"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
iShares Core S&P 500 Index ETF	XUS	"=GoogleFinance(""TSE:XUS"",""marketcap"")"	"=GoogleFinance(""TSE:XUS"",""price"")"	"=GoogleFinance(""TSE:XUS"",""change"")"	"=GoogleFinance(""TSE:XUS"",""high52"")"	"=GoogleFinance(""TSE:XUS"",""low52"")"	"=GoogleFinance(""TSE:XUS"",""volume"")"	"=GoogleFinance(""TSE:XUS"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:XUS"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
iShares Core S&P U.S. Total Market Index ETF	XUU	"=GoogleFinance(""TSE:XUU"",""marketcap"")"	"=GoogleFinance(""TSE:XUU"",""price"")"	"=GoogleFinance(""TSE:XUU"",""change"")"	"=GoogleFinance(""TSE:XUU"",""high52"")"	"=GoogleFinance(""TSE:XUU"",""low52"")"	"=GoogleFinance(""TSE:XUU"",""volume"")"	"=GoogleFinance(""TSE:XUU"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:XUU"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
iShares Core S&P U.S. Total Market Index ETF (CAD-Hedged)	XUH	"=GoogleFinance(""TSE:XUH"",""marketcap"")"	"=GoogleFinance(""TSE:XUH"",""price"")"	"=GoogleFinance(""TSE:XUH"",""change"")"	"=GoogleFinance(""TSE:XUH"",""high52"")"	"=GoogleFinance(""TSE:XUH"",""low52"")"	"=GoogleFinance(""TSE:XUH"",""volume"")"	"=GoogleFinance(""TSE:XUH"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:XUH"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
iShares Gold Bullion ETF	CGL	"=GoogleFinance(""TSE:CGL"",""marketcap"")"	"=GoogleFinance(""TSE:CGL"",""price"")"	"=GoogleFinance(""TSE:CGL"",""change"")"	"=GoogleFinance(""TSE:CGL"",""high52"")"	"=GoogleFinance(""TSE:CGL"",""low52"")"	"=GoogleFinance(""TSE:CGL"",""volume"")"	"=GoogleFinance(""TSE:CGL"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:CGL"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
iShares J.P. Morgan USD Emerging Markets Bond Index ETF (CAD-Hedged)	XEB	"=GoogleFinance(""TSE:XEB"",""marketcap"")"	"=GoogleFinance(""TSE:XEB"",""price"")"	"=GoogleFinance(""TSE:XEB"",""change"")"	"=GoogleFinance(""TSE:XEB"",""high52"")"	"=GoogleFinance(""TSE:XEB"",""low52"")"	"=GoogleFinance(""TSE:XEB"",""volume"")"	"=GoogleFinance(""TSE:XEB"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:XEB"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
iShares MSCI Min Vol USA Index ETF	XMU	"=GoogleFinance(""TSE:XMU"",""marketcap"")"	"=GoogleFinance(""TSE:XMU"",""price"")"	"=GoogleFinance(""TSE:XMU"",""change"")"	"=GoogleFinance(""TSE:XMU"",""high52"")"	"=GoogleFinance(""TSE:XMU"",""low52"")"	"=GoogleFinance(""TSE:XMU"",""volume"")"	"=GoogleFinance(""TSE:XMU"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:XMU"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
