name	symbol	marketcap	price	change	high52	low52	volume	volumeavg	Start of Year
Fidelity U.S. Dividend for Rising Rates Currency Neutral Index ETF	FCRH	"=GoogleFinance(""TSE:FCRH"",""marketcap"")"	"=GoogleFinance(""TSE:FCRH"",""price"")"	"=GoogleFinance(""TSE:FCRH"",""change"")"	"=GoogleFinance(""TSE:FCRH"",""high52"")"	"=GoogleFinance(""TSE:FCRH"",""low52"")"	"=GoogleFinance(""TSE:FCRH"",""volume"")"	"=GoogleFinance(""TSE:FCRH"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:FCRH"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Fidelity U.S. Dividend for Rising Rates Index ETF	FCRR	"=GoogleFinance(""TSE:FCRR"",""marketcap"")"	"=GoogleFinance(""TSE:FCRR"",""price"")"	"=GoogleFinance(""TSE:FCRR"",""change"")"	"=GoogleFinance(""TSE:FCRR"",""high52"")"	"=GoogleFinance(""TSE:FCRR"",""low52"")"	"=GoogleFinance(""TSE:FCRR"",""volume"")"	"=GoogleFinance(""TSE:FCRR"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:FCRR"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Fidelity U.S. High Dividend Currency Neutral Index ETF	FCUH	"=GoogleFinance(""TSE:FCUH"",""marketcap"")"	"=GoogleFinance(""TSE:FCUH"",""price"")"	"=GoogleFinance(""TSE:FCUH"",""change"")"	"=GoogleFinance(""TSE:FCUH"",""high52"")"	"=GoogleFinance(""TSE:FCUH"",""low52"")"	"=GoogleFinance(""TSE:FCUH"",""volume"")"	"=GoogleFinance(""TSE:FCUH"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:FCUH"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Fidelity U.S. High Dividend Index ETF	FCUD	"=GoogleFinance(""TSE:FCUD"",""marketcap"")"	"=GoogleFinance(""TSE:FCUD"",""price"")"	"=GoogleFinance(""TSE:FCUD"",""change"")"	"=GoogleFinance(""TSE:FCUD"",""high52"")"	"=GoogleFinance(""TSE:FCUD"",""low52"")"	"=GoogleFinance(""TSE:FCUD"",""volume"")"	"=GoogleFinance(""TSE:FCUD"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:FCUD"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Fidelity U.S. High Quality Currency Neutral Index ETF	FCQH	"=GoogleFinance(""TSE:FCQH"",""marketcap"")"	"=GoogleFinance(""TSE:FCQH"",""price"")"	"=GoogleFinance(""TSE:FCQH"",""change"")"	"=GoogleFinance(""TSE:FCQH"",""high52"")"	"=GoogleFinance(""TSE:FCQH"",""low52"")"	"=GoogleFinance(""TSE:FCQH"",""volume"")"	"=GoogleFinance(""TSE:FCQH"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:FCQH"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Fidelity U.S. High Quality Index ETF	FCUQ	"=GoogleFinance(""TSE:FCUQ"",""marketcap"")"	"=GoogleFinance(""TSE:FCUQ"",""price"")"	"=GoogleFinance(""TSE:FCUQ"",""change"")"	"=GoogleFinance(""TSE:FCUQ"",""high52"")"	"=GoogleFinance(""TSE:FCUQ"",""low52"")"	"=GoogleFinance(""TSE:FCUQ"",""volume"")"	"=GoogleFinance(""TSE:FCUQ"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:FCUQ"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Fidelity U.S. Low Volatility Currency Neutral Index ETF	FCLH	"=GoogleFinance(""TSE:FCLH"",""marketcap"")"	"=GoogleFinance(""TSE:FCLH"",""price"")"	"=GoogleFinance(""TSE:FCLH"",""change"")"	"=GoogleFinance(""TSE:FCLH"",""high52"")"	"=GoogleFinance(""TSE:FCLH"",""low52"")"	"=GoogleFinance(""TSE:FCLH"",""volume"")"	"=GoogleFinance(""TSE:FCLH"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:FCLH"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Fidelity U.S. Low Volatility Index ETF	FCUL	"=GoogleFinance(""TSE:FCUL"",""marketcap"")"	"=GoogleFinance(""TSE:FCUL"",""price"")"	"=GoogleFinance(""TSE:FCUL"",""change"")"	"=GoogleFinance(""TSE:FCUL"",""high52"")"	"=GoogleFinance(""TSE:FCUL"",""low52"")"	"=GoogleFinance(""TSE:FCUL"",""volume"")"	"=GoogleFinance(""TSE:FCUL"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:FCUL"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Fidelity U.S. Momentum Currency Neutral Index ETF	FCMH	"=GoogleFinance(""TSE:FCMH"",""marketcap"")"	"=GoogleFinance(""TSE:FCMH"",""price"")"	"=GoogleFinance(""TSE:FCMH"",""change"")"	"=GoogleFinance(""TSE:FCMH"",""high52"")"	"=GoogleFinance(""TSE:FCMH"",""low52"")"	"=GoogleFinance(""TSE:FCMH"",""volume"")"	"=GoogleFinance(""TSE:FCMH"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:FCMH"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Fidelity U.S. Momentum Index ETF	FCMO	"=GoogleFinance(""TSE:FCMO"",""marketcap"")"	"=GoogleFinance(""TSE:FCMO"",""price"")"	"=GoogleFinance(""TSE:FCMO"",""change"")"	"=GoogleFinance(""TSE:FCMO"",""high52"")"	"=GoogleFinance(""TSE:FCMO"",""low52"")"	"=GoogleFinance(""TSE:FCMO"",""volume"")"	"=GoogleFinance(""TSE:FCMO"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:FCMO"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Fidelity U.S. Value Currency Neutral Index ETF	FCVH	"=GoogleFinance(""TSE:FCVH"",""marketcap"")"	"=GoogleFinance(""TSE:FCVH"",""price"")"	"=GoogleFinance(""TSE:FCVH"",""change"")"	"=GoogleFinance(""TSE:FCVH"",""high52"")"	"=GoogleFinance(""TSE:FCVH"",""low52"")"	"=GoogleFinance(""TSE:FCVH"",""volume"")"	"=GoogleFinance(""TSE:FCVH"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:FCVH"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Fidelity U.S. Value Index ETF	FCUV	"=GoogleFinance(""TSE:FCUV"",""marketcap"")"	"=GoogleFinance(""TSE:FCUV"",""price"")"	"=GoogleFinance(""TSE:FCUV"",""change"")"	"=GoogleFinance(""TSE:FCUV"",""high52"")"	"=GoogleFinance(""TSE:FCUV"",""low52"")"	"=GoogleFinance(""TSE:FCUV"",""volume"")"	"=GoogleFinance(""TSE:FCUV"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:FCUV"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Fiera Capital Corporation	FSZ	"=GoogleFinance(""TSE:FSZ"",""marketcap"")"	"=GoogleFinance(""TSE:FSZ"",""price"")"	"=GoogleFinance(""TSE:FSZ"",""change"")"	"=GoogleFinance(""TSE:FSZ"",""high52"")"	"=GoogleFinance(""TSE:FSZ"",""low52"")"	"=GoogleFinance(""TSE:FSZ"",""volume"")"	"=GoogleFinance(""TSE:FSZ"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:FSZ"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Financial 15 Split Corp.	FTN	"=GoogleFinance(""TSE:FTN"",""marketcap"")"	"=GoogleFinance(""TSE:FTN"",""price"")"	"=GoogleFinance(""TSE:FTN"",""change"")"	"=GoogleFinance(""TSE:FTN"",""high52"")"	"=GoogleFinance(""TSE:FTN"",""low52"")"	"=GoogleFinance(""TSE:FTN"",""volume"")"	"=GoogleFinance(""TSE:FTN"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:FTN"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Finning International Inc.	FTT	"=GoogleFinance(""TSE:FTT"",""marketcap"")"	"=GoogleFinance(""TSE:FTT"",""price"")"	"=GoogleFinance(""TSE:FTT"",""change"")"	"=GoogleFinance(""TSE:FTT"",""high52"")"	"=GoogleFinance(""TSE:FTT"",""low52"")"	"=GoogleFinance(""TSE:FTT"",""volume"")"	"=GoogleFinance(""TSE:FTT"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:FTT"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Firan Technology Group Corporation	FTG	"=GoogleFinance(""TSE:FTG"",""marketcap"")"	"=GoogleFinance(""TSE:FTG"",""price"")"	"=GoogleFinance(""TSE:FTG"",""change"")"	"=GoogleFinance(""TSE:FTG"",""high52"")"	"=GoogleFinance(""TSE:FTG"",""low52"")"	"=GoogleFinance(""TSE:FTG"",""volume"")"	"=GoogleFinance(""TSE:FTG"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:FTG"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Fire & Flower Holdings Corp.	FAF	"=GoogleFinance(""TSE:FAF"",""marketcap"")"	"=GoogleFinance(""TSE:FAF"",""price"")"	"=GoogleFinance(""TSE:FAF"",""change"")"	"=GoogleFinance(""TSE:FAF"",""high52"")"	"=GoogleFinance(""TSE:FAF"",""low52"")"	"=GoogleFinance(""TSE:FAF"",""volume"")"	"=GoogleFinance(""TSE:FAF"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:FAF"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Firm Capital Mortgage Investment Corporation	FC	"=GoogleFinance(""TSE:FC"",""marketcap"")"	"=GoogleFinance(""TSE:FC"",""price"")"	"=GoogleFinance(""TSE:FC"",""change"")"	"=GoogleFinance(""TSE:FC"",""high52"")"	"=GoogleFinance(""TSE:FC"",""low52"")"	"=GoogleFinance(""TSE:FC"",""volume"")"	"=GoogleFinance(""TSE:FC"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:FC"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
First Majestic Silver Corp.	FR	"=GoogleFinance(""TSE:FR"",""marketcap"")"	"=GoogleFinance(""TSE:FR"",""price"")"	"=GoogleFinance(""TSE:FR"",""change"")"	"=GoogleFinance(""TSE:FR"",""high52"")"	"=GoogleFinance(""TSE:FR"",""low52"")"	"=GoogleFinance(""TSE:FR"",""volume"")"	"=GoogleFinance(""TSE:FR"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:FR"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
First Mining Gold Corp.	FF	"=GoogleFinance(""TSE:FF"",""marketcap"")"	"=GoogleFinance(""TSE:FF"",""price"")"	"=GoogleFinance(""TSE:FF"",""change"")"	"=GoogleFinance(""TSE:FF"",""high52"")"	"=GoogleFinance(""TSE:FF"",""low52"")"	"=GoogleFinance(""TSE:FF"",""volume"")"	"=GoogleFinance(""TSE:FF"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:FF"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
First National Financial Corporation	FN	"=GoogleFinance(""TSE:FN"",""marketcap"")"	"=GoogleFinance(""TSE:FN"",""price"")"	"=GoogleFinance(""TSE:FN"",""change"")"	"=GoogleFinance(""TSE:FN"",""high52"")"	"=GoogleFinance(""TSE:FN"",""low52"")"	"=GoogleFinance(""TSE:FN"",""volume"")"	"=GoogleFinance(""TSE:FN"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:FN"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
First Quantum Minerals Ltd.	FM	"=GoogleFinance(""TSE:FM"",""marketcap"")"	"=GoogleFinance(""TSE:FM"",""price"")"	"=GoogleFinance(""TSE:FM"",""change"")"	"=GoogleFinance(""TSE:FM"",""high52"")"	"=GoogleFinance(""TSE:FM"",""low52"")"	"=GoogleFinance(""TSE:FM"",""volume"")"	"=GoogleFinance(""TSE:FM"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:FM"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
First Trust AlphaDEX Emerging Market Dividend ETF (CAD-Hedged)	FDE	"=GoogleFinance(""TSE:FDE"",""marketcap"")"	"=GoogleFinance(""TSE:FDE"",""price"")"	"=GoogleFinance(""TSE:FDE"",""change"")"	"=GoogleFinance(""TSE:FDE"",""high52"")"	"=GoogleFinance(""TSE:FDE"",""low52"")"	"=GoogleFinance(""TSE:FDE"",""volume"")"	"=GoogleFinance(""TSE:FDE"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:FDE"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
First Trust AlphaDEX European Dividend Index ETF (CAD-Hedged)	EUR	"=GoogleFinance(""TSE:EUR"",""marketcap"")"	"=GoogleFinance(""TSE:EUR"",""price"")"	"=GoogleFinance(""TSE:EUR"",""change"")"	"=GoogleFinance(""TSE:EUR"",""high52"")"	"=GoogleFinance(""TSE:EUR"",""low52"")"	"=GoogleFinance(""TSE:EUR"",""volume"")"	"=GoogleFinance(""TSE:EUR"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:EUR"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
First Trust AlphaDEX U.S. Consumer Discretionary Sector Index ETF	FHD	"=GoogleFinance(""TSE:FHD"",""marketcap"")"	"=GoogleFinance(""TSE:FHD"",""price"")"	"=GoogleFinance(""TSE:FHD"",""change"")"	"=GoogleFinance(""TSE:FHD"",""high52"")"	"=GoogleFinance(""TSE:FHD"",""low52"")"	"=GoogleFinance(""TSE:FHD"",""volume"")"	"=GoogleFinance(""TSE:FHD"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:FHD"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
First Trust AlphaDEX U.S. Consumer Staples Sector Index ETF	FHC	"=GoogleFinance(""TSE:FHC"",""marketcap"")"	"=GoogleFinance(""TSE:FHC"",""price"")"	"=GoogleFinance(""TSE:FHC"",""change"")"	"=GoogleFinance(""TSE:FHC"",""high52"")"	"=GoogleFinance(""TSE:FHC"",""low52"")"	"=GoogleFinance(""TSE:FHC"",""volume"")"	"=GoogleFinance(""TSE:FHC"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:FHC"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
First Trust AlphaDEX U.S. Energy Sector Index ETF	FHE	"=GoogleFinance(""TSE:FHE"",""marketcap"")"	"=GoogleFinance(""TSE:FHE"",""price"")"	"=GoogleFinance(""TSE:FHE"",""change"")"	"=GoogleFinance(""TSE:FHE"",""high52"")"	"=GoogleFinance(""TSE:FHE"",""low52"")"	"=GoogleFinance(""TSE:FHE"",""volume"")"	"=GoogleFinance(""TSE:FHE"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:FHE"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
First Trust AlphaDEX U.S. Financial Sector Index ETF	FHF	"=GoogleFinance(""TSE:FHF"",""marketcap"")"	"=GoogleFinance(""TSE:FHF"",""price"")"	"=GoogleFinance(""TSE:FHF"",""change"")"	"=GoogleFinance(""TSE:FHF"",""high52"")"	"=GoogleFinance(""TSE:FHF"",""low52"")"	"=GoogleFinance(""TSE:FHF"",""volume"")"	"=GoogleFinance(""TSE:FHF"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:FHF"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
First Trust AlphaDEX U.S. Health Care Sector Index ETF	FHH	"=GoogleFinance(""TSE:FHH"",""marketcap"")"	"=GoogleFinance(""TSE:FHH"",""price"")"	"=GoogleFinance(""TSE:FHH"",""change"")"	"=GoogleFinance(""TSE:FHH"",""high52"")"	"=GoogleFinance(""TSE:FHH"",""low52"")"	"=GoogleFinance(""TSE:FHH"",""volume"")"	"=GoogleFinance(""TSE:FHH"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:FHH"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
First Trust AlphaDEX U.S. Industrials Sector Index ETF	FHG	"=GoogleFinance(""TSE:FHG"",""marketcap"")"	"=GoogleFinance(""TSE:FHG"",""price"")"	"=GoogleFinance(""TSE:FHG"",""change"")"	"=GoogleFinance(""TSE:FHG"",""high52"")"	"=GoogleFinance(""TSE:FHG"",""low52"")"	"=GoogleFinance(""TSE:FHG"",""volume"")"	"=GoogleFinance(""TSE:FHG"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:FHG"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
First Trust AlphaDEX U.S. Materials Sector Index ETF	FHM	"=GoogleFinance(""TSE:FHM"",""marketcap"")"	"=GoogleFinance(""TSE:FHM"",""price"")"	"=GoogleFinance(""TSE:FHM"",""change"")"	"=GoogleFinance(""TSE:FHM"",""high52"")"	"=GoogleFinance(""TSE:FHM"",""low52"")"	"=GoogleFinance(""TSE:FHM"",""volume"")"	"=GoogleFinance(""TSE:FHM"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:FHM"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
First Trust AlphaDEX U.S. Technology Sector Index ETF	FHQ	"=GoogleFinance(""TSE:FHQ"",""marketcap"")"	"=GoogleFinance(""TSE:FHQ"",""price"")"	"=GoogleFinance(""TSE:FHQ"",""change"")"	"=GoogleFinance(""TSE:FHQ"",""high52"")"	"=GoogleFinance(""TSE:FHQ"",""low52"")"	"=GoogleFinance(""TSE:FHQ"",""volume"")"	"=GoogleFinance(""TSE:FHQ"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:FHQ"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
First Trust AlphaDEX U.S. Utilities Sector Index ETF	FHU	"=GoogleFinance(""TSE:FHU"",""marketcap"")"	"=GoogleFinance(""TSE:FHU"",""price"")"	"=GoogleFinance(""TSE:FHU"",""change"")"	"=GoogleFinance(""TSE:FHU"",""high52"")"	"=GoogleFinance(""TSE:FHU"",""low52"")"	"=GoogleFinance(""TSE:FHU"",""volume"")"	"=GoogleFinance(""TSE:FHU"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:FHU"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
First Trust Canadian Capital Strength ETF	FST	"=GoogleFinance(""TSE:FST"",""marketcap"")"	"=GoogleFinance(""TSE:FST"",""price"")"	"=GoogleFinance(""TSE:FST"",""change"")"	"=GoogleFinance(""TSE:FST"",""high52"")"	"=GoogleFinance(""TSE:FST"",""low52"")"	"=GoogleFinance(""TSE:FST"",""volume"")"	"=GoogleFinance(""TSE:FST"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:FST"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
First Trust Dorsey Wright U.S. Sector Rotation Index ETF (CAD-Hedged)	FSR	"=GoogleFinance(""TSE:FSR"",""marketcap"")"	"=GoogleFinance(""TSE:FSR"",""price"")"	"=GoogleFinance(""TSE:FSR"",""change"")"	"=GoogleFinance(""TSE:FSR"",""high52"")"	"=GoogleFinance(""TSE:FSR"",""low52"")"	"=GoogleFinance(""TSE:FSR"",""volume"")"	"=GoogleFinance(""TSE:FSR"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:FSR"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
First Trust Global Risk Managed Income Index ETF	ETP	"=GoogleFinance(""TSE:ETP"",""marketcap"")"	"=GoogleFinance(""TSE:ETP"",""price"")"	"=GoogleFinance(""TSE:ETP"",""change"")"	"=GoogleFinance(""TSE:ETP"",""high52"")"	"=GoogleFinance(""TSE:ETP"",""low52"")"	"=GoogleFinance(""TSE:ETP"",""volume"")"	"=GoogleFinance(""TSE:ETP"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:ETP"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
First Trust Senior Loan ETF (CAD-Hedged)	FSL	"=GoogleFinance(""TSE:FSL"",""marketcap"")"	"=GoogleFinance(""TSE:FSL"",""price"")"	"=GoogleFinance(""TSE:FSL"",""change"")"	"=GoogleFinance(""TSE:FSL"",""high52"")"	"=GoogleFinance(""TSE:FSL"",""low52"")"	"=GoogleFinance(""TSE:FSL"",""volume"")"	"=GoogleFinance(""TSE:FSL"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:FSL"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
First Trust Value Line Dividend Index ETF (CAD-Hedged)	FUD	"=GoogleFinance(""TSE:FUD"",""marketcap"")"	"=GoogleFinance(""TSE:FUD"",""price"")"	"=GoogleFinance(""TSE:FUD"",""change"")"	"=GoogleFinance(""TSE:FUD"",""high52"")"	"=GoogleFinance(""TSE:FUD"",""low52"")"	"=GoogleFinance(""TSE:FUD"",""volume"")"	"=GoogleFinance(""TSE:FUD"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:FUD"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
FirstService Corporation	FSV	"=GoogleFinance(""TSE:FSV"",""marketcap"")"	"=GoogleFinance(""TSE:FSV"",""price"")"	"=GoogleFinance(""TSE:FSV"",""change"")"	"=GoogleFinance(""TSE:FSV"",""high52"")"	"=GoogleFinance(""TSE:FSV"",""low52"")"	"=GoogleFinance(""TSE:FSV"",""volume"")"	"=GoogleFinance(""TSE:FSV"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:FSV"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Fission Uranium Corp.	FCU	"=GoogleFinance(""TSE:FCU"",""marketcap"")"	"=GoogleFinance(""TSE:FCU"",""price"")"	"=GoogleFinance(""TSE:FCU"",""change"")"	"=GoogleFinance(""TSE:FCU"",""high52"")"	"=GoogleFinance(""TSE:FCU"",""low52"")"	"=GoogleFinance(""TSE:FCU"",""volume"")"	"=GoogleFinance(""TSE:FCU"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:FCU"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Forsys Metals Corp.	FSY	"=GoogleFinance(""TSE:FSY"",""marketcap"")"	"=GoogleFinance(""TSE:FSY"",""price"")"	"=GoogleFinance(""TSE:FSY"",""change"")"	"=GoogleFinance(""TSE:FSY"",""high52"")"	"=GoogleFinance(""TSE:FSY"",""low52"")"	"=GoogleFinance(""TSE:FSY"",""volume"")"	"=GoogleFinance(""TSE:FSY"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:FSY"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Fortis Inc.	FTS	"=GoogleFinance(""TSE:FTS"",""marketcap"")"	"=GoogleFinance(""TSE:FTS"",""price"")"	"=GoogleFinance(""TSE:FTS"",""change"")"	"=GoogleFinance(""TSE:FTS"",""high52"")"	"=GoogleFinance(""TSE:FTS"",""low52"")"	"=GoogleFinance(""TSE:FTS"",""volume"")"	"=GoogleFinance(""TSE:FTS"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:FTS"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
